tissue,tau,n_30-39,n_40-49,n_50-59,n_60-69,n_70-79,n_switching
Artery_Tibial,0.3,843,499,501,778,1550,4171
Artery_Tibial,0.35,784,464,497,807,1434,3986
Artery_Tibial,0.4,752,328,408,563,1006,3057
Artery_Tibial,0.45,581,192,204,294,558,1829
Artery_Tibial,0.5,306,70,60,96,268,800
Artery_Tibial,0.55,117,23,21,33,74,268
Artery_Tibial,0.6,30,7,2,6,12,57
Artery_Tibial,0.65,4,1,0,0,2,7
Artery_Tibial,0.7,1,0,0,0,0,1
Artery_Tibial,0.75,0,0,0,0,0,0
Artery_Tibial,0.8,0,0,0,0,0,0
Artery_Tibial,0.85,0,0,0,0,0,0
Artery_Tibial,0.9,0,0,0,0,0,0
Artery_Tibial,0.95,0,0,0,0,0,0
Brain_Amygdala,0.05,1801,686,318,332,2153,5290
Brain_Amygdala,0.1,2802,730,448,244,2667,6891
Brain_Amygdala,0.15,3330,762,714,268,2328,7402
Brain_Amygdala,0.2,3313,797,1191,397,2716,8414
Brain_Amygdala,0.25,2471,879,1829,585,3092,8856
Brain_Amygdala,0.3,2169,877,2600,867,2757,9270
Brain_Amygdala,0.35,1863,923,3133,886,1664,8469
Brain_Amygdala,0.4,1563,987,3110,619,490,6769
Brain_Amygdala,0.45,1296,959,2289,200,56,4800
Brain_Amygdala,0.5,1088,892,1107,24,4,3115
Brain_Amygdala,0.55,886,557,320,1,2,1766
Brain_Amygdala,0.6,575,183,59,2,2,821
Brain_Amygdala,0.65,251,24,7,1,3,286
Brain_Amygdala,0.7,71,0,0,0,1,72
Brain_Amygdala,0.75,13,0,0,0,2,15
Brain_Amygdala,0.8,3,0,0,0,0,3
Brain_Amygdala,0.85,0,0,0,0,0,0
Brain_Amygdala,0.9,0,0,0,0,0,0
Brain_Amygdala,0.95,0,0,0,0,0,0
Brain_Anterior_cingulate_cortex_BA24,0.05,2538,801,328,274,1850,5791
Brain_Anterior_cingulate_cortex_BA24,0.1,2924,697,300,244,1332,5497
Brain_Anterior_cingulate_cortex_BA24,0.15,2744,620,335,319,1215,5233
Brain_Anterior_cingulate_cortex_BA24,0.2,2492,553,432,519,1384,5380
Brain_Anterior_cingulate_cortex_BA24,0.25,2173,567,525,912,1844,6021
Brain_Anterior_cingulate_cortex_BA24,0.3,1520,665,785,1259,1840,6069
Brain_Anterior_cingulate_cortex_BA24,0.35,1043,843,779,1385,1430,5480
Brain_Anterior_cingulate_cortex_BA24,0.4,719,877,664,1145,633,4038
Brain_Anterior_cingulate_cortex_BA24,0.45,565,895,400,555,169,2584
Brain_Anterior_cingulate_cortex_BA24,0.5,420,728,126,156,29,1459
Brain_Anterior_cingulate_cortex_BA24,0.55,319,411,23,16,1,770
Brain_Anterior_cingulate_cortex_BA24,0.6,188,142,3,2,0,335
Brain_Anterior_cingulate_cortex_BA24,0.65,84,42,0,0,0,126
Brain_Anterior_cingulate_cortex_BA24,0.7,36,6,0,0,0,42
Brain_Anterior_cingulate_cortex_BA24,0.75,14,1,0,0,0,15
Brain_Anterior_cingulate_cortex_BA24,0.8,2,0,0,0,0,2
Brain_Anterior_cingulate_cortex_BA24,0.85,0,0,0,0,0,0
Brain_Anterior_cingulate_cortex_BA24,0.9,0,0,0,0,0,0
Brain_Anterior_cingulate_cortex_BA24,0.95,0,0,0,0,0,0
Brain_Caudate_basal_ganglia,0.05,2604,1056,332,203,2498,6693
Brain_Caudate_basal_ganglia,0.1,3132,971,252,169,2214,6738
Brain_Caudate_basal_ganglia,0.15,3256,898,172,206,2015,6547
Brain_Caudate_basal_ganglia,0.2,3173,879,152,205,1776,6185
Brain_Caudate_basal_ganglia,0.25,2789,1016,116,213,1564,5698
Brain_Caudate_basal_ganglia,0.3,2822,1086,86,179,1333,5506
Brain_Caudate_basal_ganglia,0.35,3120,1226,78,172,1090,5686
Brain_Caudate_basal_ganglia,0.4,3512,1307,49,93,761,5722
Brain_Caudate_basal_ganglia,0.45,3581,1282,17,33,474,5387
Brain_Caudate_basal_ganglia,0.5,3087,830,3,4,238,4162
Brain_Caudate_basal_ganglia,0.55,1915,312,0,0,41,2268
Brain_Caudate_basal_ganglia,0.6,814,54,0,0,3,871
Brain_Caudate_basal_ganglia,0.65,211,3,0,0,0,214
Brain_Caudate_basal_ganglia,0.7,45,0,0,0,0,45
Brain_Caudate_basal_ganglia,0.75,7,0,0,0,0,7
Brain_Caudate_basal_ganglia,0.8,2,0,0,0,0,2
Brain_Caudate_basal_ganglia,0.85,0,0,0,0,0,0
Brain_Caudate_basal_ganglia,0.9,0,0,0,0,0,0
Brain_Caudate_basal_ganglia,0.95,0,0,0,0,0,0
Brain_Cerebellar_Hemisphere,0.05,1874,734,280,173,2681,5742
Brain_Cerebellar_Hemisphere,0.1,2145,791,297,153,1791,5177
Brain_Cerebellar_Hemisphere,0.15,1749,771,383,219,1328,4450
Brain_Cerebellar_Hemisphere,0.2,1440,823,456,273,1023,4015
Brain_Cerebellar_Hemisphere,0.25,1273,913,623,274,775,3858
Brain_Cerebellar_Hemisphere,0.3,1148,1032,832,401,692,4105
Brain_Cerebellar_Hemisphere,0.35,1048,1247,912,735,752,4694
Brain_Cerebellar_Hemisphere,0.4,943,1727,923,1178,837,5608
Brain_Cerebellar_Hemisphere,0.45,878,2271,852,1319,692,6012
Brain_Cerebellar_Hemisphere,0.5,846,2583,715,1046,449,5639
Brain_Cerebellar_Hemisphere,0.55,865,2531,410,634,153,4593
Brain_Cerebellar_Hemisphere,0.6,801,1955,150,224,12,3142
Brain_Cerebellar_Hemisphere,0.65,704,1050,25,15,0,1794
Brain_Cerebellar_Hemisphere,0.7,407,364,1,0,0,772
Brain_Cerebellar_Hemisphere,0.75,165,76,0,0,0,241
Brain_Cerebellar_Hemisphere,0.8,30,4,0,0,0,34
Brain_Cerebellar_Hemisphere,0.85,3,0,0,0,0,3
Brain_Cerebellar_Hemisphere,0.9,0,0,0,0,0,0
Brain_Cerebellar_Hemisphere,0.95,0,0,0,0,0,0
Brain_Cerebellum,0.05,2261,597,229,166,1953,5206
Brain_Cerebellum,0.1,2839,527,252,181,1534,5333
Brain_Cerebellum,0.15,2313,450,260,186,1262,4471
Brain_Cerebellum,0.2,1928,378,371,243,1208,4128
Brain_Cerebellum,0.25,1638,367,489,343,1278,4115
Brain_Cerebellum,0.3,1320,344,737,586,1537,4524
Brain_Cerebellum,0.35,987,387,1180,899,1942,5395
Brain_Cerebellum,0.4,780,386,1598,1400,2050,6214
Brain_Cerebellum,0.45,773,406,1801,1494,1768,6242
Brain_Cerebellum,0.5,925,524,1429,1427,938,5243
Brain_Cerebellum,0.55,1119,528,929,892,191,3659
Brain_Cerebellum,0.6,1085,422,478,229,7,2221
Brain_Cerebellum,0.65,836,187,144,14,0,1181
Brain_Cerebellum,0.7,417,46,13,0,0,476
Brain_Cerebellum,0.75,122,5,0,0,0,127
Brain_Cerebellum,0.8,19,0,0,0,0,19
Brain_Cerebellum,0.85,2,0,0,0,0,2
Brain_Cerebellum,0.9,0,0,0,0,0,0
Brain_Cerebellum,0.95,0,0,0,0,0,0
Brain_Cortex,0.05,2153,631,258,163,1403,4608
Brain_Cortex,0.1,2467,602,218,196,1186,4669
Brain_Cortex,0.15,2321,613,232,247,1160,4573
Brain_Cortex,0.2,1870,651,235,330,1273,4359
Brain_Cortex,0.25,1539,682,241,451,1254,4167
Brain_Cortex,0.3,1221,853,208,619,1412,4313
Brain_Cortex,0.35,938,1018,183,997,1459,4595
Brain_Cortex,0.4,735,1411,120,950,1052,4268
Brain_Cortex,0.45,660,1657,58,600,466,3441
Brain_Cortex,0.5,642,1423,17,215,93,2390
Brain_Cortex,0.55,533,830,1,17,11,1392
Brain_Cortex,0.6,324,368,0,1,5,698
Brain_Cortex,0.65,166,101,0,0,0,267
Brain_Cortex,0.7,59,13,0,0,0,72
Brain_Cortex,0.75,10,1,0,0,0,11
Brain_Cortex,0.8,1,1,0,0,0,2
Brain_Cortex,0.85,0,0,0,0,0,0
Brain_Cortex,0.9,0,0,0,0,0,0
Brain_Cortex,0.95,0,0,0,0,0,0
Brain_Frontal_Cortex_BA9,0.05,2509,850,302,205,1964,5830
Brain_Frontal_Cortex_BA9,0.1,3031,894,279,222,1435,5861
Brain_Frontal_Cortex_BA9,0.15,2889,836,309,330,1143,5507
Brain_Frontal_Cortex_BA9,0.2,2418,793,362,461,1036,5070
Brain_Frontal_Cortex_BA9,0.25,1758,710,469,809,1163,4909
Brain_Frontal_Cortex_BA9,0.3,1196,676,538,1341,954,4705
Brain_Frontal_Cortex_BA9,0.35,776,644,639,1611,755,4425
Brain_Frontal_Cortex_BA9,0.4,463,606,615,1645,522,3851
Brain_Frontal_Cortex_BA9,0.45,292,568,607,1299,241,3007
Brain_Frontal_Cortex_BA9,0.5,210,529,425,665,73,1902
Brain_Frontal_Cortex_BA9,0.55,214,393,226,202,9,1044
Brain_Frontal_Cortex_BA9,0.6,186,241,67,32,2,528
Brain_Frontal_Cortex_BA9,0.65,156,85,10,1,0,252
Brain_Frontal_Cortex_BA9,0.7,88,20,0,0,0,108
Brain_Frontal_Cortex_BA9,0.75,26,5,0,0,0,31
Brain_Frontal_Cortex_BA9,0.8,6,1,0,0,0,7
Brain_Frontal_Cortex_BA9,0.85,2,0,0,0,0,2
Brain_Frontal_Cortex_BA9,0.9,0,0,0,0,0,0
Brain_Frontal_Cortex_BA9,0.95,0,0,0,0,0,0
Brain_Hippocampus,0.05,1983,1058,311,386,4032,7770
Brain_Hippocampus,0.1,3022,1236,287,447,2168,7160
Brain_Hippocampus,0.15,3469,1363,323,486,1426,7067
Brain_Hippocampus,0.2,3476,1322,396,695,917,6806
Brain_Hippocampus,0.25,3042,1435,553,890,698,6618
Brain_Hippocampus,0.3,3150,1707,895,999,444,7195
Brain_Hippocampus,0.35,3306,1820,1037,860,183,7206
Brain_Hippocampus,0.4,3165,1823,650,357,23,6018
Brain_Hippocampus,0.45,2714,1400,192,61,3,4370
Brain_Hippocampus,0.5,1997,712,15,2,2,2728
Brain_Hippocampus,0.55,1178,268,2,0,0,1448
Brain_Hippocampus,0.6,540,67,0,0,0,607
Brain_Hippocampus,0.65,179,7,1,0,0,187
Brain_Hippocampus,0.7,35,1,0,0,0,36
Brain_Hippocampus,0.75,7,0,0,0,0,7
Brain_Hippocampus,0.8,0,0,0,0,0,0
Brain_Hippocampus,0.85,0,0,0,0,0,0
Brain_Hippocampus,0.9,0,0,0,0,0,0
Brain_Hippocampus,0.95,0,0,0,0,0,0
Brain_Hypothalamus,0.05,2086,937,357,303,2003,5686
Brain_Hypothalamus,0.1,3106,1057,538,367,1420,6488
Brain_Hypothalamus,0.15,3595,1083,836,599,999,7112
Brain_Hypothalamus,0.2,3622,1084,1221,964,692,7583
Brain_Hypothalamus,0.25,3430,1005,1758,1310,443,7946
Brain_Hypothalamus,0.3,2681,1015,2223,1121,216,7256
Brain_Hypothalamus,0.35,2415,1219,2012,637,108,6391
Brain_Hypothalamus,0.4,2056,1266,1349,234,69,4974
Brain_Hypothalamus,0.45,1724,968,611,57,24,3384
Brain_Hypothalamus,0.5,1246,478,173,5,7,1909
Brain_Hypothalamus,0.55,727,154,23,0,1,905
Brain_Hypothalamus,0.6,304,27,2,0,0,333
Brain_Hypothalamus,0.65,79,2,0,0,0,81
Brain_Hypothalamus,0.7,17,0,0,0,0,17
Brain_Hypothalamus,0.75,0,0,0,0,0,0
Brain_Hypothalamus,0.8,0,0,0,0,0,0
Brain_Hypothalamus,0.85,0,0,0,0,0,0
Brain_Hypothalamus,0.9,0,0,0,0,0,0
Brain_Hypothalamus,0.95,0,0,0,0,0,0
Brain_Nucleus_accumbens_basal_ganglia,0.05,2106,745,344,192,1852,5239
Brain_Nucleus_accumbens_basal_ganglia,0.1,2267,917,383,201,1404,5172
Brain_Nucleus_accumbens_basal_ganglia,0.15,1648,979,497,272,1280,4676
Brain_Nucleus_accumbens_basal_ganglia,0.2,1417,1231,513,544,1370,5075
Brain_Nucleus_accumbens_basal_ganglia,0.25,1051,1389,546,737,1511,5234
Brain_Nucleus_accumbens_basal_ganglia,0.3,849,1653,416,838,1290,5046
Brain_Nucleus_accumbens_basal_ganglia,0.35,668,1931,229,669,856,4353
Brain_Nucleus_accumbens_basal_ganglia,0.4,596,1918,66,356,373,3309
Brain_Nucleus_accumbens_basal_ganglia,0.45,517,1546,21,125,117,2326
Brain_Nucleus_accumbens_basal_ganglia,0.5,477,965,3,21,22,1488
Brain_Nucleus_accumbens_basal_ganglia,0.55,404,431,1,1,1,838
Brain_Nucleus_accumbens_basal_ganglia,0.6,216,120,0,0,1,337
Brain_Nucleus_accumbens_basal_ganglia,0.65,85,17,0,0,1,103
Brain_Nucleus_accumbens_basal_ganglia,0.7,28,1,0,0,0,29
Brain_Nucleus_accumbens_basal_ganglia,0.75,4,0,0,0,0,4
Brain_Nucleus_accumbens_basal_ganglia,0.8,2,0,0,0,0,2
Brain_Nucleus_accumbens_basal_ganglia,0.85,0,0,0,0,0,0
Brain_Nucleus_accumbens_basal_ganglia,0.9,0,0,0,0,0,0
Brain_Nucleus_accumbens_basal_ganglia,0.95,0,0,0,0,0,0
Brain_Putamen_basal_ganglia,0.05,2278,734,299,218,2224,5753
Brain_Putamen_basal_ganglia,0.1,2771,852,257,184,2555,6619
Brain_Putamen_basal_ganglia,0.15,2857,886,262,193,1657,5855
Brain_Putamen_basal_ganglia,0.2,2662,958,310,194,1434,5558
Brain_Putamen_basal_ganglia,0.25,1895,1201,410,265,1254,5025
Brain_Putamen_basal_ganglia,0.3,1362,1443,529,269,1029,4632
Brain_Putamen_basal_ganglia,0.35,854,1416,480,212,567,3529
Brain_Putamen_basal_ganglia,0.4,315,1016,212,76,180,1799
Brain_Putamen_basal_ganglia,0.45,172,413,30,7,36,658
Brain_Putamen_basal_ganglia,0.5,99,134,3,0,8,244
Brain_Putamen_basal_ganglia,0.55,29,33,0,0,0,62
Brain_Putamen_basal_ganglia,0.6,17,5,0,0,0,22
Brain_Putamen_basal_ganglia,0.65,4,0,0,0,0,4
Brain_Putamen_basal_ganglia,0.7,0,0,0,0,0,0
Brain_Putamen_basal_ganglia,0.75,0,0,0,0,0,0
Brain_Putamen_basal_ganglia,0.8,0,0,0,0,0,0
Brain_Putamen_basal_ganglia,0.85,0,0,0,0,0,0
Brain_Putamen_basal_ganglia,0.9,0,0,0,0,0,0
Brain_Putamen_basal_ganglia,0.95,0,0,0,0,0,0
Brain_Spinal_cord_cervical_c_1,0.05,2147,638,319,210,1882,5196
Brain_Spinal_cord_cervical_c_1,0.1,3659,984,253,160,1174,6230
Brain_Spinal_cord_cervical_c_1,0.15,4562,1173,170,102,733,6740
Brain_Spinal_cord_cervical_c_1,0.2,4963,1304,133,84,466,6950
Brain_Spinal_cord_cervical_c_1,0.25,5130,1372,76,51,280,6909
Brain_Spinal_cord_cervical_c_1,0.3,4271,1397,44,37,211,5960
Brain_Spinal_cord_cervical_c_1,0.35,3917,1565,30,16,114,5642
Brain_Spinal_cord_cervical_c_1,0.4,3840,1868,7,11,73,5799
Brain_Spinal_cord_cervical_c_1,0.45,3870,2207,4,2,31,6114
Brain_Spinal_cord_cervical_c_1,0.5,3816,2360,1,0,7,6184
Brain_Spinal_cord_cervical_c_1,0.55,3426,1843,0,0,3,5272
Brain_Spinal_cord_cervical_c_1,0.6,2600,794,0,0,0,3394
Brain_Spinal_cord_cervical_c_1,0.65,1468,235,0,0,0,1703
Brain_Spinal_cord_cervical_c_1,0.7,603,47,0,0,0,650
Brain_Spinal_cord_cervical_c_1,0.75,171,5,0,0,0,176
Brain_Spinal_cord_cervical_c_1,0.8,33,1,0,0,0,34
Brain_Spinal_cord_cervical_c_1,0.85,8,0,0,0,0,8
Brain_Spinal_cord_cervical_c_1,0.9,0,0,0,0,0,0
Brain_Spinal_cord_cervical_c_1,0.95,0,0,0,0,0,0
Brain_Substantia_nigra,0.05,1792,623,280,350,2182,5227
Brain_Substantia_nigra,0.1,2790,862,330,437,2838,7257
Brain_Substantia_nigra,0.15,3357,997,382,489,2914,8139
Brain_Substantia_nigra,0.2,3694,1059,591,558,2981,8883
Brain_Substantia_nigra,0.25,3466,1171,913,683,2445,8678
Brain_Substantia_nigra,0.3,3871,1204,1206,873,1706,8860
Brain_Substantia_nigra,0.35,4324,1116,1290,553,892,8175
Brain_Substantia_nigra,0.4,4494,932,827,211,451,6915
Brain_Substantia_nigra,0.45,4012,538,280,31,241,5102
Brain_Substantia_nigra,0.5,2894,204,38,1,105,3242
Brain_Substantia_nigra,0.55,1591,56,2,0,31,1680
Brain_Substantia_nigra,0.6,703,8,0,0,7,718
Brain_Substantia_nigra,0.65,238,3,0,0,0,241
Brain_Substantia_nigra,0.7,67,0,0,0,0,67
Brain_Substantia_nigra,0.75,17,0,0,0,0,17
Brain_Substantia_nigra,0.8,3,0,0,0,0,3
Brain_Substantia_nigra,0.85,0,0,0,0,0,0
Brain_Substantia_nigra,0.9,0,0,0,0,0,0
Brain_Substantia_nigra,0.95,0,0,0,0,0,0
Breast_Mammary_Tissue,0.05,1223,446,323,400,3131,5523
Breast_Mammary_Tissue,0.1,810,344,280,383,2364,4181
Breast_Mammary_Tissue,0.15,708,300,278,398,2309,3993
Breast_Mammary_Tissue,0.2,605,295,314,409,2376,3999
Breast_Mammary_Tissue,0.25,526,242,298,398,2611,4075
Breast_Mammary_Tissue,0.3,430,191,290,352,2638,3901
Breast_Mammary_Tissue,0.35,248,130,270,344,1732,2724
Breast_Mammary_Tissue,0.4,129,84,225,261,711,1410
Breast_Mammary_Tissue,0.45,82,58,124,116,136,516
Breast_Mammary_Tissue,0.5,20,27,42,15,14,118
Breast_Mammary_Tissue,0.55,5,4,5,0,3,17
Breast_Mammary_Tissue,0.6,0,1,0,0,1,2
Breast_Mammary_Tissue,0.65,0,0,0,0,0,0
Breast_Mammary_Tissue,0.7,0,0,0,0,0,0
Breast_Mammary_Tissue,0.75,0,0,0,0,0,0
Breast_Mammary_Tissue,0.8,0,0,0,0,0,0
Breast_Mammary_Tissue,0.85,0,0,0,0,0,0
Breast_Mammary_Tissue,0.9,0,0,0,0,0,0
Breast_Mammary_Tissue,0.95,0,0,0,0,0,0
Cells_Cultured_fibroblasts,0.05,935,236,206,370,3887,5634
Cells_Cultured_fibroblasts,0.1,623,167,232,310,2528,3860
Cells_Cultured_fibroblasts,0.15,492,131,210,364,1955,3152
Cells_Cultured_fibroblasts,0.2,459,128,235,406,1636,2864
Cells_Cultured_fibroblasts,0.25,417,87,248,451,1552,2755
Cells_Cultured_fibroblasts,0.3,381,92,266,389,1446,2574
Cells_Cultured_fibroblasts,0.35,359,84,213,243,1367,2266
Cells_Cultured_fibroblasts,0.4,307,67,135,199,1283,1991
Cells_Cultured_fibroblasts,0.45,154,36,94,125,1012,1421
Cells_Cultured_fibroblasts,0.5,88,15,59,99,695,956
Cells_Cultured_fibroblasts,0.55,25,4,13,52,425,519
Cells_Cultured_fibroblasts,0.6,7,1,5,19,208,240
Cells_Cultured_fibroblasts,0.65,1,0,1,3,83,88
Cells_Cultured_fibroblasts,0.7,0,0,1,0,12,13
Cells_Cultured_fibroblasts,0.75,0,0,0,0,0,0
Cells_Cultured_fibroblasts,0.8,0,0,0,0,0,0
Cells_Cultured_fibroblasts,0.85,0,0,0,0,0,0
Cells_Cultured_fibroblasts,0.9,0,0,0,0,0,0
Cells_Cultured_fibroblasts,0.95,0,0,0,0,0,0
Cells_EBV_transformed_lymphocytes,0.05,2203,551,230,322,2391,5697
Cells_EBV_transformed_lymphocytes,0.1,1297,336,120,281,3488,5522
Cells_EBV_transformed_lymphocytes,0.15,925,237,106,215,3604,5087
Cells_EBV_transformed_lymphocytes,0.2,785,227,81,165,3612,4870
Cells_EBV_transformed_lymphocytes,0.25,679,196,57,117,3643,4692
Cells_EBV_transformed_lymphocytes,0.3,642,195,55,109,3333,4334
Cells_EBV_transformed_lymphocytes,0.35,658,216,37,94,3184,4189
Cells_EBV_transformed_lymphocytes,0.4,640,202,56,109,2836,3843
Cells_EBV_transformed_lymphocytes,0.45,478,184,25,64,2465,3216
Cells_EBV_transformed_lymphocytes,0.5,295,110,16,44,1981,2446
Cells_EBV_transformed_lymphocytes,0.55,135,43,6,18,1469,1671
Cells_EBV_transformed_lymphocytes,0.6,33,15,3,11,949,1011
Cells_EBV_transformed_lymphocytes,0.65,11,3,0,3,527,544
Cells_EBV_transformed_lymphocytes,0.7,1,2,0,0,248,251
Cells_EBV_transformed_lymphocytes,0.75,0,0,0,0,96,96
Cells_EBV_transformed_lymphocytes,0.8,0,0,0,0,18,18
Cells_EBV_transformed_lymphocytes,0.85,0,0,0,0,3,3
Cells_EBV_transformed_lymphocytes,0.9,0,0,0,0,0,0
Cells_EBV_transformed_lymphocytes,0.95,0,0,0,0,0,0
Colon_Sigmoid,0.05,1280,545,506,312,2631,5274
Colon_Sigmoid,0.1,1205,392,386,423,2018,4424
Colon_Sigmoid,0.15,1229,427,415,590,1694,4355
Colon_Sigmoid,0.2,1149,405,521,743,1771,4589
Colon_Sigmoid,0.25,1023,401,534,746,1925,4629
Colon_Sigmoid,0.3,1018,326,468,736,1940,4488
Colon_Sigmoid,0.35,741,348,470,645,1946,4150
Colon_Sigmoid,0.4,594,220,380,583,1898,3675
Colon_Sigmoid,0.45,393,156,288,387,1880,3104
Colon_Sigmoid,0.5,221,82,138,220,1549,2210
Colon_Sigmoid,0.55,126,17,56,64,921,1184
Colon_Sigmoid,0.6,43,2,8,5,359,417
Colon_Sigmoid,0.65,2,0,2,0,112,116
Colon_Sigmoid,0.7,0,0,0,0,13,13
Colon_Sigmoid,0.75,0,0,0,0,2,2
Colon_Sigmoid,0.8,0,0,0,0,0,0
Colon_Sigmoid,0.85,0,0,0,0,0,0
Colon_Sigmoid,0.9,0,0,0,0,0,0
Colon_Sigmoid,0.95,0,0,0,0,0,0
Colon_Transverse,0.05,1287,325,364,1021,3914,6911
Colon_Transverse,0.1,1445,308,529,2152,3461,7895
Colon_Transverse,0.15,1486,271,495,3091,3167,8510
